word_esp,word_rus,other_rus,category,level
emoción_4367,эмоция,"чувство,ощущение,переживание",Эмоции,начальный
sol_2618,солнце,"луна,звезда,облако",Овощи и фрукты,средний
montaña_9980,гора,"река,озеро,лес",Дом и быт,продвинутый
tren_5407,поезд,"машина,автобус,метро",Природа,продвинутый
emoción_1049,эмоция,"чувство,ощущение,переживание",Эмоции,начальный
caminar_5218,идти,"стоять,бежать,сидеть",Животные,продвинутый
vestido_2486,платье,"юбка,блузка,рубашка",Овощи и фрукты,продвинутый
hierba_3483,трава,"листва,цветок,дерево",Животные,продвинутый
camisa_8000,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
montaña_1881,гора,"река,озеро,лес",Дом и быт,продвинутый
doctor_2735,врач,"учитель,пекарь,инженер",Дом и быт,продвинутый
montaña_7420,гора,"река,озеро,лес",Дом и быт,продвинутый
zapato_1650,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
mesa_7555,стол,"стул,шкаф,диван",Природа,средний
ingeniero_7063,инженер,"врач,учитель,строитель",Животные,средний
mesa_9457,стол,"стул,шкаф,диван",Природа,средний
caminar_6050,идти,"стоять,бежать,сидеть",Животные,продвинутый
hierba_3267,трава,"листва,цветок,дерево",Животные,продвинутый
flor_3996,цветок,"листва,куст,дерево",Животные,начальный
pantalón_1091,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
emoción_2893,эмоция,"чувство,ощущение,переживание",Эмоции,начальный
ingeniero_7346,инженер,"врач,учитель,строитель",Животные,средний
falda_6058,юбка,"брюки,платье,шорты",Животные,продвинутый
caminar_3029,идти,"стоять,бежать,сидеть",Животные,продвинутый
perro_2394,собака,"кошка,мышь,тигр",Одежда,средний
ingeniero_7038,инженер,"врач,учитель,строитель",Животные,средний
emoción_2870,эмоция,"чувство,ощущение,переживание",Эмоции,начальный
sol_7452,солнце,"луна,звезда,облако",Овощи и фрукты,средний
flor_3834,цветок,"листва,куст,дерево",Животные,начальный
doctor_7269,врач,"учитель,пекарь,инженер",Дом и быт,продвинутый
queso_9541,сыр,"молоко,хлеб,творог",Эмоции,начальный
queso_5949,сыр,"молоко,хлеб,творог",Эмоции,начальный
playa_9636,пляж,"берег,галька,песок",Глаголы действия,продвинутый
leche_8898,молоко,"вода,сок,чай",Профессии,средний
gato_5131,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
volar_8124,летать,"ходить,прыгать,катиться",Дом и быт,начальный
perro_8484,собака,"кошка,мышь,тигр",Одежда,средний
montaña_3770,гора,"река,озеро,лес",Дом и быт,продвинутый
silla_6141,стул,"диван,табурет,шкаф",Глаголы действия,начальный
ingeniero_8037,инженер,"врач,учитель,строитель",Животные,средний
alegría_1551,радость,"печаль,злость,спокойствие",Одежда,средний
camisa_2610,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
pantalón_4404,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
hierba_9301,трава,"листва,цветок,дерево",Животные,продвинутый
avión_2691,самолёт,"поезд,машина,метро",Части тела,продвинутый
mar_2082,море,"океан,озеро,река",Одежда,средний
silla_9565,стул,"диван,табурет,шкаф",Глаголы действия,начальный
pantalón_7476,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
falda_8831,юбка,"брюки,платье,шорты",Животные,продвинутый
caminar_1863,идти,"стоять,бежать,сидеть",Животные,продвинутый
pan_9066,хлеб,"масло,сыр,булка",Одежда,начальный
caballo_5560,лошадь,"осёл,верблюд,корова",Профессии,средний
camisa_1895,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
perro_1720,собака,"кошка,мышь,тигр",Одежда,средний
silla_8140,стул,"диван,табурет,шкаф",Глаголы действия,начальный
árbol_3459,дерево,"куст,цветок,трава",Части тела,начальный
montaña_7957,гора,"река,озеро,лес",Дом и быт,продвинутый
pan_8702,хлеб,"масло,сыр,булка",Одежда,начальный
queso_3486,сыр,"молоко,хлеб,творог",Эмоции,начальный
mesa_7325,стол,"стул,шкаф,диван",Природа,средний
ingeniero_4940,инженер,"врач,учитель,строитель",Животные,средний
sol_7665,солнце,"луна,звезда,облако",Овощи и фрукты,средний
avión_6942,самолёт,"поезд,машина,метро",Части тела,продвинутый
avión_5382,самолёт,"поезд,машина,метро",Части тела,продвинутый
nadar_3411,плавать,"нырять,летать,ползти",Профессии,начальный
coche_2616,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
alegría_9048,радость,"печаль,злость,спокойствие",Одежда,средний
zapato_9831,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
avión_4231,самолёт,"поезд,машина,метро",Части тела,продвинутый
mar_3949,море,"океан,озеро,река",Одежда,средний
tristeza_2263,грусть,"радость,злость,удивление",Природа,продвинутый
playa_4149,пляж,"берег,галька,песок",Глаголы действия,продвинутый
avión_8352,самолёт,"поезд,машина,метро",Части тела,продвинутый
ingeniero_8979,инженер,"врач,учитель,строитель",Животные,средний
perro_2763,собака,"кошка,мышь,тигр",Одежда,средний
tren_5644,поезд,"машина,автобус,метро",Природа,продвинутый
zapato_5429,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
